Date,Price_In,Price_Out,Probability,Signal,Actual_Return,Target,Strategy_Return,Cum_Market,Cum_Strategy
2025-09-19,26544.849609375,26545.099609375,0.5013427734375,1,9.418022843561564e-06,1,9.418022843561564e-06,1.0656133021771654,1.0656133021771654
2025-09-22,26545.099609375,26344.140625,0.5015116930007935,1,-0.0075704739229543825,0,-0.0075704739229543825,1.0575461044610799,1.0575461044610799
2025-09-23,26344.140625,26159.119140625,0.5016393661499023,1,-0.00702324995180973,0,-0.00702324995180973,1.0501186938338871,1.0501186938338871
2025-09-24,26159.119140625,26518.650390625,0.5015959143638611,1,0.013744012100225864,1,0.013744012100225864,1.0645515378686135,1.0645515378686135
2025-09-25,26518.650390625,26484.6796875,0.5011905431747437,1,-0.0012810117643471588,0,-0.0012810117643471588,1.06318783482485,1.06318783482485
2025-09-26,26484.6796875,26128.19921875,0.5011572241783142,1,-0.013459874650409627,0,-0.013459874650409627,1.048877459838267,1.048877459838267
2025-09-29,26128.19921875,26622.880859375,0.5012410879135132,1,0.018932863933079965,1,0.018932863933079965,1.0687357140678595,1.0687357140678595
2025-09-30,26622.880859375,26855.560546875,0.501334011554718,1,0.008739838814929152,1,0.008739838814929152,1.0780762919445708,1.0780762919445708
2025-10-02,26855.560546875,27287.119140625,0.5012110471725464,1,0.016069617798397343,1,0.016069617798397343,1.0954005659136337,1.0954005659136337
2025-10-03,27287.119140625,27140.919921875,0.5006446838378906,1,-0.005357810694363076,0,-0.005357810694363076,1.0895316170469702,1.0895316170469702
2025-10-06,27140.919921875,26957.76953125,0.5000127553939819,1,-0.0067481275930291774,0,-0.0067481275930291774,1.0821793186784978,1.0821793186784978
2025-10-08,26957.76953125,26829.4609375,0.4992617666721344,0,-0.0047596146113372635,0,-0.0,1.0770285621812288,1.0821793186784978
2025-10-09,26829.4609375,26752.58984375,0.4989735186100006,0,-0.002865174739405813,0,-0.0,1.0739426871512485,1.0821793186784978
2025-10-10,26752.58984375,26290.3203125,0.4988030195236206,0,-0.01727943103639353,0,-0.0,1.0553855685515794,1.0821793186784978
2025-10-13,26290.3203125,25889.48046875,0.4989883005619049,0,-0.015246670218750306,0,-0.0,1.0392944528342452,1.0821793186784978
2025-10-14,25889.48046875,25441.349609375,0.4992639422416687,0,-0.0173093801521401,0,-0.0,1.0213049100601268,1.0821793186784978
2025-10-15,25441.349609375,25910.599609375,0.49933212995529175,0,0.018444383148096984,1,0.0,1.0401422491323085,1.0821793186784978
2025-10-16,25910.599609375,25888.509765625,0.4988998472690582,0,-0.0008525408166165105,0,-0.0,1.039255485409836,1.0821793186784978
2025-10-17,25888.509765625,25247.099609375,0.4985603988170624,0,-0.02477586242146971,0,-0.0,1.013507034482564,1.0821793186784978
2025-10-20,25247.099609375,25858.830078125,0.49861761927604675,0,0.024229732453023883,1,0.0,1.038064038767334,1.0821793186784978
2025-10-21,25858.830078125,26027.55078125,0.49827948212623596,0,0.00652468431925416,1,0.0,1.044837078923461,1.0821793186784978
2025-10-22,26027.55078125,25781.76953125,0.49780595302581787,0,-0.009443118642460146,0,-0.0,1.0349705584251452,1.0821793186784978
2025-10-23,25781.76953125,25967.98046875,0.4975789487361908,0,0.007222581726762173,1,0.0,1.0424457178681634,1.0821793186784978
2025-10-24,25967.98046875,26160.150390625,0.49728822708129883,0,0.007400264418184474,1,0.0,1.050160091821992,1.0821793186784978
2025-10-27,26160.150390625,26433.69921875,0.4970454275608063,0,0.010456699370621032,1,0.0,1.0611413001931982,1.0821793186784978
2025-10-28,26433.69921875,26346.140625,0.49680399894714355,0,-0.0033123851877641395,0,-0.0,1.0576263914683135,1.0821793186784978
2025-10-30,26346.140625,26282.689453125,0.49690186977386475,0,-0.0024083668563884774,0,-0.0,1.0550792391206596,1.0821793186784978
2025-10-31,26282.689453125,25906.650390625,0.497615247964859,0,-0.01430748033494301,0,-0.0,1.0399837136551342,1.0821793186784978
2025-11-03,25906.650390625,26158.359375,0.49831801652908325,0,0.009715998810332018,1,0.0,1.050088194179772,1.0821793186784978
2025-11-04,26158.359375,25952.400390625,0.4983961284160614,0,-0.007873543650900316,0,-0.0,1.0418202789456024,1.0821793186784978
2025-11-05,25952.400390625,25935.41015625,0.4983349144458771,0,-0.0006546690910771214,0,-0.0,1.0411382314105193,1.0821793186784978
2025-11-06,25935.41015625,26485.900390625,0.49816203117370605,0,0.021225430061006422,1,0.0,1.0632368381251631,1.0821793186784978
2025-11-07,26485.900390625,26241.830078125,0.4976467788219452,0,-0.009215103466385896,0,-0.0,1.0534390006525667,1.0821793186784978
2025-11-10,26241.830078125,26649.060546875,0.4976767301559448,0,0.015518371528876881,1,0.0,1.069786658447702,1.0821793186784978
2025-11-11,26649.060546875,26696.41015625,0.497465044260025,0,0.001776783436388434,1,0.0,1.0716874376629013,1.0821793186784978
2025-11-12,26696.41015625,26922.73046875,0.49718376994132996,0,0.008477556015036549,1,0.0,1.0807727279462995,1.0821793186784978
2025-11-13,26922.73046875,27073.029296875,0.4974079430103302,0,0.005582599740373891,1,0.0,1.0868062494967357,1.0821793186784978
2025-11-14,27073.029296875,26572.4609375,0.4977540969848633,0,-0.01848955851544769,0,-0.0,1.0667116817517115,1.0821793186784978
2025-11-17,26572.4609375,26384.279296875,0.49819764494895935,0,-0.007081829608014642,0,-0.0,1.0591574113806672,1.0821793186784978
2025-11-18,26384.279296875,25930.029296875,0.49877265095710754,0,-0.01721669160975726,0,-0.0,1.0409222248627374,1.0821793186784978
2025-11-19,25930.029296875,25830.650390625,0.49914756417274475,0,-0.003832579790489354,0,-0.0,1.0369328073802573,1.0821793186784978
2025-11-20,25830.650390625,25835.5703125,0.499211847782135,0,0.0001904683699635237,1,0.0,1.0371303102818408,1.0821793186784978
2025-11-21,25835.5703125,25220.01953125,0.49911049008369446,0,-0.02382570904394468,0,-0.0,1.0124199452684095,1.0821793186784978
2025-11-24,25220.01953125,25716.5,0.4992559254169464,0,0.019685966861953202,1,0.0,1.0323504107613437,1.0821793186784978
2025-11-25,25716.5,25894.55078125,0.49905478954315186,0,0.006923600849649058,1,0.0,1.0394979929424266,1.0821793186784978
2025-11-26,25894.55078125,25928.080078125,0.4988425374031067,0,0.0012948398741590933,1,0.0,1.0408439763927968,1.0821793186784978
2025-11-27,25928.080078125,25945.9296875,0.4987253248691559,0,0.0006884277324513263,1,0.0,1.0415605222513005,1.0821793186784978
2025-11-28,25945.9296875,25858.890625,0.4986824095249176,0,-0.003354632635959578,0,-0.0,1.038066469331029,1.0821793186784978
2025-12-01,25858.890625,26033.259765625,0.49861007928848267,0,0.006743102136656336,1,0.0,1.0450662575583665,1.0821793186784978
2025-12-02,26033.259765625,26095.05078125,0.4984709918498993,0,0.0023735412384503028,1,0.0,1.047546765417594,1.0821793186784978
2025-12-03,26095.05078125,25760.73046875,0.49832016229629517,0,-0.012811636785172236,0,-0.0,1.0341259767435818,1.0821793186784978
2025-12-04,25760.73046875,25935.900390625,0.4983237087726593,0,0.006799881784699246,1,0.0,1.0411579111359248,1.0821793186784978
2025-12-05,25935.900390625,26085.080078125,0.498130202293396,0,0.005751860751050836,1,0.0,1.0471465064606338,1.0821793186784978
2025-12-08,26085.080078125,25765.359375,0.49793845415115356,0,-0.012256841925247468,0,-0.0,1.0343117972583706,1.0821793186784978
2025-12-09,25765.359375,25434.23046875,0.4980834424495697,0,-0.012851709205006966,0,-0.0,1.021019122812698,1.0821793186784978
2025-12-10,25434.23046875,25540.779296875,0.49837368726730347,0,0.004189190164644934,1,0.0,1.0252963660798993,1.0821793186784978
2025-12-11,25540.779296875,25530.509765625,0.4984859824180603,0,-0.00040208370819979294,0,-0.0,1.024884111115022,1.0821793186784978
2025-12-12,25530.509765625,25976.7890625,0.4984445869922638,0,0.017480234471302373,1,0.0,1.0427993256832249,1.0821793186784978
2025-12-15,25976.7890625,25628.880859375,0.4982665181159973,0,-0.013393041083250703,0,-0.0,1.0288330714727634,1.0821793186784978
2025-12-16,25628.880859375,25235.41015625,0.498572438955307,0,-0.015352629140693403,0,-0.0,1.0130377788787617,1.0821793186784978
2025-12-17,25235.41015625,25468.779296875,0.4990085959434509,0,0.009247685659953578,1,0.0,1.02240603381949,1.0821793186784978
2025-12-18,25468.779296875,25498.130859375,0.4991697072982788,0,0.0011524526620559868,1,0.0,1.0235843083748672,1.0821793186784978
2025-12-19,25498.130859375,25690.529296875,0.4992314577102661,0,0.007545589853668043,1,0.0,1.0313078557465145,1.0821793186784978
2025-12-22,25690.529296875,25801.76953125,0.49943527579307556,0,0.0043300094400363824,1,0.0,1.0357734284974807,1.0821793186784978
2025-12-23,25801.76953125,25774.140625,0.4999280571937561,0,-0.0010708143957544095,0,-0.0,1.0346643073995057,1.0821793186784978
2025-12-24,25774.140625,25818.9296875,0.5005303621292114,1,0.0017377519255309798,1,0.0017377519255309798,1.0364622972919675,1.0840598778733013
2025-12-29,25818.9296875,25635.23046875,0.5006828904151917,1,-0.007114904489589911,0,-0.007114904489589911,1.0290879670396742,1.076346895381236
2025-12-30,25635.23046875,25854.599609375,0.5007820129394531,1,0.008557330541358564,1,0.008557330541358564,1.0378942129297675,1.0855575515421785
2025-12-31,25854.599609375,25630.5390625,0.500807523727417,1,-0.00866617740209578,0,-0.00866617740209578,1.0288996375559096,1.0761499172203293
2026-01-02,25630.5390625,26338.470703125,0.5009733438491821,1,0.027620630174757955,1,0.027620630174757955,1.057318493931784,1.1058738560964683
